prompt_id,prompt,gold_agents,template_id
976,asap: Help me get rows where customer_id equals TX-8821.,SQLQueryAgent,1
977,not urgent: I need you to what columns exist in the sensor_streams dataset?.,MetadataLookupAgent,3
978,Give me a quick sanity check on the wind speed numbers for last week and set an alert if it changes.,StatisticalAnalysisAgent|SummaryAgent,16
979,Help me forecast power output for next week and plot it.,ForecastAgent|PlotGenerationAgent,11
980,asap: Help me fetch external turbine RPM from alerts/v2 and return raw payloads.,APIDataFetchAgent,32
981,I need you to get rows where customer_id equals TX-8821.,SQLQueryAgent,1
982,asap: Fetch wind speed data for the last 24 hours and draft a short report.,TimeSeriesQueryAgent|APIDataFetchAgent,0
983,Extract API data for power output during this month,APIDataFetchAgent|TimeSeriesQueryAgent,26
984,Can you check if throughput has outliers in this month?,AnomalyDetectionAgent,19
985,btw: Help me retrieve latency from internal data warehouse for today.,TimeSeriesQueryAgent,33
986,I need you to fetch external temperature from metrics/v1 and return raw payloads.,APIDataFetchAgent,32
987,not urgent: I need you to plot error rate and identify its trend for the last 3 days. and write a brief summary.,PlotGenerationAgent|TrendAnalysisAgent,23
988,Help me call the energy/telemetry endpoint to fetch throughput as JSON. and add a dashboard view.,APIDataFetchAgent,29
989,Help me plot and analyze temperature for today.,PlotGenerationAgent|StatisticalAnalysisAgent,28
990,Please retrieve wind speed from internal data warehouse for this month. and draft a short report.,TimeSeriesQueryAgent,33
991,btw: Help me retrieve error rate from internal data warehouse for the last 24 hours.,TimeSeriesQueryAgent,33
992,Please call the alerts/v2 endpoint to fetch wind energy output as JSON.,APIDataFetchAgent,29
993,Identify the trend of wind speed over the past 168 days,TrendAnalysisAgent,5
994,Help me what fields are available in the weather table?.,MetadataLookupAgent,37
995,Predict wind energy output for tomorrow evening,ForecastAgent,7
996,FYI: I need you to write a detailed report about wind performance for the past 7 days.,ReportWriterAgent,10
997,Please plot and summarize latency for this month.,PlotGenerationAgent|SummaryAgent,12
998,for my notes: Please paginate the alerts/v2 API to collect throughput records.,APIDataFetchAgent,30
999,Can you retrieve error rate from internal data warehouse for this week? and include a quick chart.,TimeSeriesQueryAgent,33
1000,I need you to give me a quick sanity check on the error rate numbers for yesterday. and add a dashboard view.,StatisticalAnalysisAgent|SummaryAgent,16
1001,FYI: Help me trace anomalies and then draft a brief report for the past 7 days. and set an alert if it changes.,AnomalyDetectionAgent|ReportWriterAgent,17
1002,Please detect unusual spikes or drops in temperature for last week. and set an alert if it changes.,AnomalyDetectionAgent,6
1003,I need you to paginate the sensors/stream API to collect temperature records.,APIDataFetchAgent,30
1004,asap: Help me retrieve logs and summarize errors for scheduler.,LogRetrievalAgent|SummaryAgent,13
1005,I need you to extract API data for wind speed during last week.,APIDataFetchAgent|TimeSeriesQueryAgent,26
1006,FYI: Please summarize log patterns for scheduler over the past 7 days.,LogRetrievalAgent|SummaryAgent,20
1007,I need you to summarize log patterns for Lambda over the past 7 days.,LogRetrievalAgent|SummaryAgent,20
1008,for my notes: I need you to list columns and schema for the weather dataset. and add a dashboard view.,MetadataLookupAgent,36
1009,Help me extract API data for latency during the last 3 days.,APIDataFetchAgent|TimeSeriesQueryAgent,26
1010,FYI: Fetch wind speed data for the last 24 hours,TimeSeriesQueryAgent|APIDataFetchAgent,0
1011,Please retrieve logs and summarize errors for Lambda.,LogRetrievalAgent|SummaryAgent,13
1012,I need you to show WARN and ERROR logs for Lambda in this month.,LogRetrievalAgent,39
1013,Can you check if wind speed has outliers in the last 3 days?,AnomalyDetectionAgent,19
1014,not urgent: Can you give me a quick sanity check on the latency numbers for today?,StatisticalAnalysisAgent|SummaryAgent,16
1015,Please summarize log patterns for frontend over today.,LogRetrievalAgent|SummaryAgent,20
1016,Run a SQL query to find error rate rows with value failed,SQLQueryAgent,34
1017,Fetch wind speed data for the last 48 hours,TimeSeriesQueryAgent|APIDataFetchAgent,0
1018,Please extract API data for temperature during today.,APIDataFetchAgent|TimeSeriesQueryAgent,26
1019,Please get wind energy output for the last 24 hours and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1020,Please identify the trend of turbine RPM over the past 24 days.,TrendAnalysisAgent,5
1021,FYI: Can you trace anomalies and then draft a brief report for yesterday?,AnomalyDetectionAgent|ReportWriterAgent,17
1022,List columns and schema for the energy dataset,MetadataLookupAgent,36
1023,Please pull recent logs related to turbine efficiency. and draft a short report.,LogRetrievalAgent,2
1024,Can you call the sensors/stream endpoint to fetch throughput as JSON?,APIDataFetchAgent,29
1025,Can you extract API data for wind speed during the last 3 days?,APIDataFetchAgent|TimeSeriesQueryAgent,26
1026,I need you to plot temperature for the last 24 hours.,PlotGenerationAgent,8
1027,btw: I need you to write a detailed report about energy production for the last 30 days.,ReportWriterAgent,10
1028,Plot and summarize wind energy output for the last 30 days,PlotGenerationAgent|SummaryAgent,12
1029,FYI: I need you to call the alerts/v2 endpoint to fetch temperature as JSON.,APIDataFetchAgent,29
1030,Please paginate the sensors/stream API to collect turbine RPM records. and draft a short report.,APIDataFetchAgent,30
1031,Can you what columns exist in the ops_metrics dataset??,MetadataLookupAgent,3
1032,for my notes: I need you to forecast temperature for next 24 hours and summarize risks.,ForecastAgent|SummaryAgent,18
1033,Please calculate summary stats for turbine RPM in yesterday.,StatisticalAnalysisAgent,41
1034,Can you write a detailed report about energy production for the last 30 days?,ReportWriterAgent,10
1035,Help me fetch logs for Lambda with error code A17. and set an alert if it changes.,LogRetrievalAgent,38
1036,Help me compute median and std dev for wind speed over yesterday.,StatisticalAnalysisAgent,40
1037,Can you retrieve temperature from internal data warehouse for the last 3 days?,TimeSeriesQueryAgent,33
1038,Please use the alerts/v2 REST API with auth to get latency for the last 30 days.,APIDataFetchAgent,31
1039,Please generate a report with charts for turbine RPM in today.,ReportWriterAgent|PlotGenerationAgent,21
1040,asap: Plot and summarize error rate for this month and write a brief summary.,PlotGenerationAgent|SummaryAgent,12
1041,I need you to generate a report with charts for latency in today.,ReportWriterAgent|PlotGenerationAgent,21
1042,Can you what fields are available in the transactions table??,MetadataLookupAgent,37
1043,Please summarize log patterns for frontend over the past 7 days.,LogRetrievalAgent|SummaryAgent,20
1044,I need you to fetch latency for this week and describe the trend.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1045,not urgent: Can you summarize and report anomalies in error rate for this week? and draft a short report.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1046,Can you paginate the sensors/stream API to collect power output records?,APIDataFetchAgent,30
1047,for my notes: Can you get power output for the last 24 hours and detect trend visually?,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1048,I need you to forecast wind speed for next 72 hours and explain the trend drivers.,ForecastAgent|TrendAnalysisAgent,24
1049,asap: I need you to what columns exist in the ops_metrics dataset?.,MetadataLookupAgent,3
1050,Help me forecast power output for next week and summarize risks. and set an alert if it changes.,ForecastAgent|SummaryAgent,18
1051,for my notes: Can you write a concise report of wind energy output behavior in the last 24 hours? and set an alert if it changes.,ReportWriterAgent|SummaryAgent,27
1052,Help me summarize and report anomalies in error rate for this week.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1053,btw: I need you to summarize what happened in throughput during the last 3 days.,SummaryAgent,9
1054,Please compute correlations between temperature and latency for this week.,StatisticalAnalysisAgent,22
1055,asap: Help me call the alerts/v2 endpoint to fetch latency as JSON.,APIDataFetchAgent,29
1056,Can you extract API data for turbine RPM during the last 3 days?,APIDataFetchAgent|TimeSeriesQueryAgent,26
1057,Generate a report with charts for throughput in the last 3 days,ReportWriterAgent|PlotGenerationAgent,21
1058,I need you to write a concise report of wind energy output behavior in last week.,ReportWriterAgent|SummaryAgent,27
1059,Can you use the weather/api REST API with auth to get turbine RPM for yesterday?,APIDataFetchAgent,31
1060,Help me write a concise report of turbine RPM behavior in the last 3 days.,ReportWriterAgent|SummaryAgent,27
1061,I need you to compute median and std dev for latency over today.,StatisticalAnalysisAgent,40
1062,I need you to fetch wind speed data for the last 24 hours. and add a dashboard view.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1063,I need you to list columns and schema for the wind dataset.,MetadataLookupAgent,36
1064,I need you to list columns and schema for the system_events dataset.,MetadataLookupAgent,36
1065,Can you plot and summarize latency for the last 24 hours?,PlotGenerationAgent|SummaryAgent,12
1066,Help me plot and summarize latency for this month.,PlotGenerationAgent|SummaryAgent,12
1067,Retrieve logs and summarize errors for frontend,LogRetrievalAgent|SummaryAgent,13
1068,Can you pull recent logs related to forecast accuracy? and set an alert if it changes.,LogRetrievalAgent,2
1069,for the weekly review: Help me what columns exist in the system_events dataset?. and draft a short report.,MetadataLookupAgent,3
1070,not urgent: Predict wind speed for next 24 hours,ForecastAgent,7
1071,for the weekly review: Please what columns exist in the ops_metrics dataset?. and draft a short report.,MetadataLookupAgent,3
1072,Help me give me a quick sanity check on the wind speed numbers for yesterday.,StatisticalAnalysisAgent|SummaryAgent,16
1073,Can you detect unusual spikes or drops in error rate for this week? and write a brief summary.,AnomalyDetectionAgent,6
1074,Can you use the energy/telemetry REST API with auth to get error rate for the last 3 days?,APIDataFetchAgent,31
1075,I need you to run a SQL query to find error rate rows with value 1023. and add a dashboard view.,SQLQueryAgent,34
1076,Help me retrieve latency from internal data warehouse for the past 7 days. and add a dashboard view.,TimeSeriesQueryAgent,33
1077,Can you list columns and schema for the ops_metrics dataset? and set an alert if it changes.,MetadataLookupAgent,36
1078,I need you to fetch external latency from weather/api and return raw payloads. and include a quick chart.,APIDataFetchAgent,32
1079,Help me show WARN and ERROR logs for scheduler in today.,LogRetrievalAgent,39
1080,Help me predict power output for next 72 hours. and add a dashboard view.,ForecastAgent,7
1081,not urgent: Call the alerts/v2 endpoint to fetch wind energy output as JSON,APIDataFetchAgent,29
1082,Write a detailed report about latency spikes for the past 7 days,ReportWriterAgent,10
1083,Please what columns exist in the weather dataset?.,MetadataLookupAgent,3
1084,Please get rows where customer_id equals E500.,SQLQueryAgent,1
1085,Plot throughput for yesterday and draft a short report.,PlotGenerationAgent,8
1086,Fetch logs for Lambda with error code A17,LogRetrievalAgent,38
1087,asap: Please check if turbine RPM has outliers in the past 7 days.,AnomalyDetectionAgent,19
1088,Can you pull recent logs related to system reliability?,LogRetrievalAgent,2
1089,Help me pull recent logs related to system reliability.,LogRetrievalAgent,2
1090,Please forecast latency for next 24 hours and summarize risks.,ForecastAgent|SummaryAgent,18
1091,asap: I need you to write a concise report of turbine RPM behavior in the past 7 days.,ReportWriterAgent|SummaryAgent,27
1092,FYI: Can you run a SQL query to find power output rows with value failed?,SQLQueryAgent,34
1093,Please check if turbine RPM has outliers in today.,AnomalyDetectionAgent,19
1094,asap: Retrieve logs and summarize errors for frontend,LogRetrievalAgent|SummaryAgent,13
1095,Help me paginate the metrics/v1 API to collect latency records. and add a dashboard view.,APIDataFetchAgent,30
1096,Graph wind speed for the past 7 days,PlotGenerationAgent,8
1097,Fetch logs for API Gateway with error code E500,LogRetrievalAgent,38
1098,Write a detailed report about system reliability for this month,ReportWriterAgent,10
1099,asap: Can you predict power output for next 72 hours?,ForecastAgent,7
1100,Help me fetch external power output from energy/telemetry and return raw payloads.,APIDataFetchAgent,32
1101,Please plot power output and identify its trend for the last 3 days. and add a dashboard view.,PlotGenerationAgent|TrendAnalysisAgent,23
1102,Please summarize what happened in error rate during the last 24 hours.,SummaryAgent,9
1103,Can you what fields are available in the wind table??,MetadataLookupAgent,37
1104,for my notes: Run a SQL query to find error rate rows with value A17,SQLQueryAgent,34
1105,Please forecast latency for next 2 weeks and summarize risks.,ForecastAgent|SummaryAgent,18
1106,for my notes: Help me plot throughput for the last 30 days.,PlotGenerationAgent,8
1107,Help me what columns exist in the weather dataset?. and include a quick chart.,MetadataLookupAgent,3
1108,asap: Can you run a SQL query to find temperature rows with value 1023?,SQLQueryAgent,34
1109,Pull recent logs related to capacity planning,LogRetrievalAgent,2
1110,for the weekly review: Please what fields are available in the ops_metrics table?.,MetadataLookupAgent,37
1111,I need you to fetch power output for yesterday and describe the trend.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1112,asap: Help me get latency for the past 7 days and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1113,Forecast wind speed for next 2 weeks and explain the trend drivers,ForecastAgent|TrendAnalysisAgent,24
1114,Please fetch external temperature from metrics/v1 and return raw payloads.,APIDataFetchAgent,32
1115,Can you fetch wind speed data for the last 12 hours? and add a dashboard view.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1116,I need you to plot power output and identify its trend for today.,PlotGenerationAgent|TrendAnalysisAgent,23
1117,I need you to retrieve wind energy output from internal data warehouse for the last 24 hours.,TimeSeriesQueryAgent,33
1118,for the weekly review: Please show WARN and ERROR logs for API Gateway in yesterday.,LogRetrievalAgent,39
1119,Help me compute mean and variance for the past 12 days of latency.,StatisticalAnalysisAgent,4
1120,Help me compute correlations between wind speed and humidity for this week. and include a quick chart.,StatisticalAnalysisAgent,22
1121,Forecast throughput for tomorrow evening and plot it,ForecastAgent|PlotGenerationAgent,11
1122,I need you to get rows where customer_id equals 1023.,SQLQueryAgent,1
1123,Please give me a quick sanity check on the temperature numbers for the past 7 days.,StatisticalAnalysisAgent|SummaryAgent,16
1124,Help me trace anomalies and then draft a brief report for the past 7 days.,AnomalyDetectionAgent|ReportWriterAgent,17
1125,asap: Help me forecast temperature for tomorrow and summarize risks. and draft a short report.,ForecastAgent|SummaryAgent,18
1126,for the weekly review: I need you to run a SQL query to find power output rows with value 1023.,SQLQueryAgent,34
1127,Show WARN and ERROR logs for API Gateway in the last 30 days,LogRetrievalAgent,39
1128,Help me forecast throughput for next 72 hours and plot it.,ForecastAgent|PlotGenerationAgent,11
1129,Please check if error rate has outliers in the past 7 days.,AnomalyDetectionAgent,19
1130,for the weekly review: Help me predict turbine RPM for next week. and include a quick chart.,ForecastAgent,7
1131,Help me trace anomalies and then draft a brief report for this month.,AnomalyDetectionAgent|ReportWriterAgent,17
1132,I need you to summarize and report anomalies in throughput for yesterday.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1133,Get latency for the last 24 hours and detect trend visually,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1134,FYI: Forecast power output for next week and explain the trend drivers,ForecastAgent|TrendAnalysisAgent,24
1135,Help me compute correlations between throughput and latency for yesterday. and write a brief summary.,StatisticalAnalysisAgent,22
1136,Please get rows where customer_id equals A17.,SQLQueryAgent,1
1137,btw: I need you to retrieve wind speed from internal data warehouse for the past 7 days. and set an alert if it changes.,TimeSeriesQueryAgent,33
1138,I need you to calculate summary stats for error rate in the past 7 days. and set an alert if it changes.,StatisticalAnalysisAgent,41
1139,I need you to plot latency and identify its trend for yesterday. and write a brief summary.,PlotGenerationAgent|TrendAnalysisAgent,23
1140,asap: I need you to forecast latency for tomorrow evening and summarize risks.,ForecastAgent|SummaryAgent,18
1141,FYI: I need you to filter the system_events table where temperature > TX-8821.,SQLQueryAgent,35
1142,Can you identify the trend of wind energy output over the past 24 days? and add a dashboard view.,TrendAnalysisAgent,5
1143,Help me plot wind speed and identify its trend for the past 7 days.,PlotGenerationAgent|TrendAnalysisAgent,23
1144,btw: I need you to detect unusual spikes or drops in latency for the last 24 hours.,AnomalyDetectionAgent,6
1145,I need you to retrieve throughput from internal data warehouse for the past 7 days.,TimeSeriesQueryAgent,33
1146,I need you to paginate the sensors/stream API to collect latency records. and draft a short report.,APIDataFetchAgent,30
1147,Can you generate a report with charts for temperature in last week?,ReportWriterAgent|PlotGenerationAgent,21
1148,Please fetch wind speed data for the last 72 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1149,Can you summarize and report anomalies in power output for today?,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1150,btw: Can you retrieve wind speed from internal data warehouse for this month?,TimeSeriesQueryAgent,33
1151,asap: Please what fields are available in the transactions table?. and add a dashboard view.,MetadataLookupAgent,37
1152,Please run a SQL query to find error rate rows with value E500. and set an alert if it changes.,SQLQueryAgent,34
1153,not urgent: Can you filter the wind table where latency > 1023? and add a dashboard view.,SQLQueryAgent,35
1154,Help me write a detailed report about capacity planning for last week.,ReportWriterAgent,10
1155,Please fetch wind speed data for the last 72 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1156,Help me fetch logs for Lambda with error code failed.,LogRetrievalAgent,38
1157,FYI: List columns and schema for the sensor_streams dataset,MetadataLookupAgent,36
1158,Please extract API data for temperature during this week. and add a dashboard view.,APIDataFetchAgent|TimeSeriesQueryAgent,26
1159,Help me summarize and report anomalies in throughput for the last 24 hours.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1160,asap: Retrieve error rate from internal data warehouse for yesterday,TimeSeriesQueryAgent,33
1161,for the weekly review: I need you to get rows where customer_id equals 1023.,SQLQueryAgent,1
1162,I need you to forecast throughput for next 72 hours and plot it.,ForecastAgent|PlotGenerationAgent,11
1163,FYI: Help me write a detailed report about wind performance for the last 24 hours. and set an alert if it changes.,ReportWriterAgent,10
1164,Please plot and analyze throughput for this month. and include a quick chart.,PlotGenerationAgent|StatisticalAnalysisAgent,28
1165,Help me compute median and std dev for temperature over the last 30 days.,StatisticalAnalysisAgent,40
1166,I need you to plot and summarize throughput for this month.,PlotGenerationAgent|SummaryAgent,12
1167,for my notes: Can you plot and analyze error rate for last week?,PlotGenerationAgent|StatisticalAnalysisAgent,28
1168,not urgent: Can you forecast temperature for next 2 weeks and plot it?,ForecastAgent|PlotGenerationAgent,11
1169,I need you to what columns exist in the ops_metrics dataset?.,MetadataLookupAgent,3
1170,FYI: Generate a report with charts for temperature in today,ReportWriterAgent|PlotGenerationAgent,21
1171,for the weekly review: Can you summarize and report anomalies in wind speed for the last 24 hours?,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1172,Calculate summary stats for throughput in the last 3 days,StatisticalAnalysisAgent,41
1173,Help me calculate summary stats for wind energy output in this month.,StatisticalAnalysisAgent,41
1174,Forecast turbine RPM for next 24 hours and summarize risks,ForecastAgent|SummaryAgent,18
1175,Predict temperature for next week,ForecastAgent,7
1176,Please get error rate for the last 30 days and detect trend visually. and set an alert if it changes.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1177,What fields are available in the weather table?,MetadataLookupAgent,37
1178,Retrieve logs and summarize errors for Lambda,LogRetrievalAgent|SummaryAgent,13
1179,for the weekly review: I need you to detect unusual spikes or drops in temperature for yesterday. and draft a short report.,AnomalyDetectionAgent,6
1180,for my notes: Please compute median and std dev for power output over the last 24 hours. and draft a short report.,StatisticalAnalysisAgent,40
1181,asap: Help me plot and summarize turbine RPM for today.,PlotGenerationAgent|SummaryAgent,12
1182,Help me forecast turbine RPM for next 24 hours and plot it. and include a quick chart.,ForecastAgent|PlotGenerationAgent,11
1183,Please get rows where customer_id equals TX-8821.,SQLQueryAgent,1
1184,btw: Help me what columns exist in the sensor_streams dataset?. and draft a short report.,MetadataLookupAgent,3
1185,for my notes: Can you plot and analyze turbine RPM for the last 3 days?,PlotGenerationAgent|StatisticalAnalysisAgent,28
1186,Please plot temperature and identify its trend for today.,PlotGenerationAgent|TrendAnalysisAgent,23
1187,I need you to check if wind energy output has outliers in the last 30 days.,AnomalyDetectionAgent,19
1188,for my notes: Check if throughput has outliers in this month,AnomalyDetectionAgent,19
1189,for the weekly review: Please show WARN and ERROR logs for scheduler in last week. and draft a short report.,LogRetrievalAgent,39
1190,Please summarize and report anomalies in latency for this week.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1191,Please check if latency has outliers in yesterday.,AnomalyDetectionAgent,19
1192,Can you fetch external temperature from metrics/v1 and return raw payloads?,APIDataFetchAgent,32
1193,I need you to what columns exist in the sensor_streams dataset?. and draft a short report.,MetadataLookupAgent,3
1194,FYI: Plot and analyze error rate for the past 7 days,PlotGenerationAgent|StatisticalAnalysisAgent,28
1195,Please plot and summarize power output for this month.,PlotGenerationAgent|SummaryAgent,12
1196,not urgent: Please show WARN and ERROR logs for frontend in the last 3 days.,LogRetrievalAgent,39
1197,Get temperature for yesterday and detect trend visually,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1198,not urgent: Generate a report with charts for latency in the last 30 days and set an alert if it changes.,ReportWriterAgent|PlotGenerationAgent,21
1199,not urgent: I need you to use the weather/api REST API with auth to get turbine RPM for last week. and draft a short report.,APIDataFetchAgent,31
1200,Please check if error rate has outliers in the last 3 days.,AnomalyDetectionAgent,19
1201,I need you to fetch wind speed data for the last 168 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1202,for the weekly review: Help me fetch logs for Lambda with error code TX-8821.,LogRetrievalAgent,38
1203,Fetch turbine RPM for today and describe the trend,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1204,Please list columns and schema for the sensor_streams dataset.,MetadataLookupAgent,36
1205,Please what columns exist in the sensor_streams dataset?.,MetadataLookupAgent,3
1206,Can you list columns and schema for the sensor_streams dataset? and write a brief summary.,MetadataLookupAgent,36
1207,What columns exist in the weather dataset?,MetadataLookupAgent,3
1208,Help me get wind speed for today and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1209,Filter the sensor_streams table where turbine RPM > A17,SQLQueryAgent,35
1210,Can you get rows where customer_id equals failed?,SQLQueryAgent,1
1211,Can you fetch logs for frontend with error code A17?,LogRetrievalAgent,38
1212,Can you show WARN and ERROR logs for frontend in the last 3 days?,LogRetrievalAgent,39
1213,Please identify the trend of power output over the past 24 days.,TrendAnalysisAgent,5
1214,for my notes: I need you to forecast wind speed for next 2 weeks and plot it.,ForecastAgent|PlotGenerationAgent,11
1215,Help me generate a report with charts for latency in the past 7 days.,ReportWriterAgent|PlotGenerationAgent,21
1216,not urgent: Help me forecast wind speed for tomorrow and explain the trend drivers.,ForecastAgent|TrendAnalysisAgent,24
1217,for my notes: I need you to use the alerts/v2 REST API with auth to get power output for the past 7 days.,APIDataFetchAgent,31
1218,for my notes: Can you trace anomalies and then draft a brief report for this month?,AnomalyDetectionAgent|ReportWriterAgent,17
1219,Please forecast error rate for next 2 weeks and summarize risks. and write a brief summary.,ForecastAgent|SummaryAgent,18
1220,Can you get latency for last week and detect trend visually? and include a quick chart.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1221,I need you to run a SQL query to find latency rows with value failed.,SQLQueryAgent,34
1222,Help me fetch wind speed data for the last 6 hours. and set an alert if it changes.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1223,I need you to detect unusual spikes or drops in turbine RPM for today.,AnomalyDetectionAgent,6
1224,asap: Can you trace anomalies and then draft a brief report for this week?,AnomalyDetectionAgent|ReportWriterAgent,17
1225,Can you give me a quick sanity check on the wind energy output numbers for the last 24 hours?,StatisticalAnalysisAgent|SummaryAgent,16
1226,Help me check if power output has outliers in the last 24 hours.,AnomalyDetectionAgent,19
1227,Help me filter the system_events table where wind energy output > E500.,SQLQueryAgent,35
1228,I need you to forecast temperature for next 2 weeks and summarize risks.,ForecastAgent|SummaryAgent,18
1229,not urgent: Help me write a concise report of turbine RPM behavior in this month.,ReportWriterAgent|SummaryAgent,27
1230,for the weekly review: Please call the weather/api endpoint to fetch latency as JSON. and draft a short report.,APIDataFetchAgent,29
1231,Help me call the alerts/v2 endpoint to fetch latency as JSON.,APIDataFetchAgent,29
1232,for the weekly review: Help me retrieve logs and summarize errors for API Gateway. and write a brief summary.,LogRetrievalAgent|SummaryAgent,13
1233,I need you to trace anomalies and then draft a brief report for today.,AnomalyDetectionAgent|ReportWriterAgent,17
1234,FYI: Help me compute median and std dev for latency over last week.,StatisticalAnalysisAgent,40
1235,Can you summarize and report anomalies in throughput for today?,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1236,FYI: Can you plot and analyze temperature for the past 7 days?,PlotGenerationAgent|StatisticalAnalysisAgent,28
1237,Please summarize what happened in wind speed during this week.,SummaryAgent,9
1238,Can you forecast temperature for next 2 weeks and summarize risks?,ForecastAgent|SummaryAgent,18
1239,Can you plot and analyze turbine RPM for yesterday? and include a quick chart.,PlotGenerationAgent|StatisticalAnalysisAgent,28
1240,FYI: Please forecast power output for next week and explain the trend drivers.,ForecastAgent|TrendAnalysisAgent,24
1241,Please call the sensors/stream endpoint to fetch error rate as JSON.,APIDataFetchAgent,29
1242,I need you to list columns and schema for the ops_metrics dataset. and include a quick chart.,MetadataLookupAgent,36
1243,I need you to generate a report with charts for wind speed in today. and add a dashboard view.,ReportWriterAgent|PlotGenerationAgent,21
1244,Please predict turbine RPM for tomorrow evening.,ForecastAgent,7
1245,Please forecast wind energy output for next 72 hours and summarize risks.,ForecastAgent|SummaryAgent,18
1246,Summarize and report anomalies in wind energy output for last week and write a brief summary.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1247,Can you extract API data for latency during this month? and draft a short report.,APIDataFetchAgent|TimeSeriesQueryAgent,26
1248,Can you plot wind energy output and identify its trend for this month? and write a brief summary.,PlotGenerationAgent|TrendAnalysisAgent,23
1249,Use the alerts/v2 REST API with auth to get wind energy output for the last 30 days,APIDataFetchAgent,31
1250,not urgent: Help me call the weather/api endpoint to fetch throughput as JSON.,APIDataFetchAgent,29
1251,Can you write a detailed report about capacity planning for the last 3 days?,ReportWriterAgent,10
1252,FYI: I need you to summarize what happened in error rate during the last 3 days.,SummaryAgent,9
1253,Help me calculate summary stats for turbine RPM in the last 3 days.,StatisticalAnalysisAgent,41
1254,for the weekly review: Help me plot and summarize throughput for the last 30 days.,PlotGenerationAgent|SummaryAgent,12
1255,I need you to list columns and schema for the sensor_streams dataset.,MetadataLookupAgent,36
1256,for the weekly review: Help me plot temperature for the last 3 days.,PlotGenerationAgent,8
1257,Trace anomalies and then draft a brief report for the past 7 days,AnomalyDetectionAgent|ReportWriterAgent,17
1258,Help me calculate summary stats for error rate in last week. and add a dashboard view.,StatisticalAnalysisAgent,41
1259,btw: Can you list columns and schema for the sensor_streams dataset?,MetadataLookupAgent,36
1260,FYI: Trace anomalies and then draft a brief report for the last 30 days,AnomalyDetectionAgent|ReportWriterAgent,17
1261,FYI: Please paginate the sensors/stream API to collect temperature records.,APIDataFetchAgent,30
1262,FYI: I need you to plot and analyze error rate for the past 7 days. and write a brief summary.,PlotGenerationAgent|StatisticalAnalysisAgent,28
1263,I need you to use the alerts/v2 REST API with auth to get throughput for this week.,APIDataFetchAgent,31
1264,Help me retrieve throughput from internal data warehouse for this week.,TimeSeriesQueryAgent,33
1265,Help me what fields are available in the weather table?.,MetadataLookupAgent,37
1266,Help me what columns exist in the weather dataset?. and write a brief summary.,MetadataLookupAgent,3
1267,FYI: I need you to compute median and std dev for temperature over last week.,StatisticalAnalysisAgent,40
1268,for the weekly review: Can you check if wind energy output has outliers in the last 24 hours?,AnomalyDetectionAgent,19
1269,Help me compute median and std dev for error rate over the last 3 days.,StatisticalAnalysisAgent,40
1270,Help me get turbine RPM for the last 30 days and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1271,Please paginate the weather/api API to collect wind energy output records. and set an alert if it changes.,APIDataFetchAgent,30
1272,Please summarize what happened in wind speed during last week.,SummaryAgent,9
1273,I need you to compute median and std dev for turbine RPM over the past 7 days.,StatisticalAnalysisAgent,40
1274,Help me fetch logs for Lambda with error code A17.,LogRetrievalAgent,38
1275,Can you extract API data for error rate during this week? and include a quick chart.,APIDataFetchAgent|TimeSeriesQueryAgent,26
1276,Please use the weather/api REST API with auth to get turbine RPM for the past 7 days. and add a dashboard view.,APIDataFetchAgent,31
1277,Can you predict wind speed for next 72 hours? and set an alert if it changes.,ForecastAgent,7
